Distortion_Type,Image,SSIM_Score
wn,im3_3_l.bmp,0.8194693785411952
wn,im3_4_r.bmp,0.8336690240848963
wn,im3_1_r.bmp,0.46404393650253206
wn,im3_2_l.bmp,0.2663475874718237
wn,im3_2_r.bmp,0.2600494169838183
wn,im3_4_l.bmp,0.8378809012191093
wn,im3_3_r.bmp,0.8155088606317217
wn,im5_2_r.bmp,0.10318167076704055
wn,im5_1_r.bmp,0.6565647586142598
wn,im5_2_l.bmp,0.09846345534790948
wn,im5_1_l.bmp,0.6451959330177975
wn,im5_3_r.bmp,0.4348907422279799
wn,im5_3_l.bmp,0.42326270193670223
wn,im5_4_l.bmp,0.06113361971139899
wn,im5_4_r.bmp,0.06443827434291106
wn,im7_2_r.bmp,0.8121532099274574
wn,im7_1_r.bmp,0.29516529572097205
wn,im7_1_l.bmp,0.3241250946029441
wn,im7_4_l.bmp,0.5378558735795864
wn,im7_2_l.bmp,0.8156370823956965
wn,im7_4_r.bmp,0.5167406889327856
wn,im7_3_l.bmp,0.6527248970295482
wn,im7_3_r.bmp,0.6416872095545292
wn,im8_1_l.bmp,0.06761666524159467
wn,im8_4_l.bmp,0.0689712209777832
wn,im8_1_r.bmp,0.0741927151898656
wn,im8_2_r.bmp,0.7678723794229709
wn,im8_4_r.bmp,0.07593866953936358
wn,im8_2_l.bmp,0.7482599367369788
wn,im8_3_l.bmp,0.038243759895510064
wn,im8_3_r.bmp,0.040354751463780696
wn,im10_2_r.bmp,0.5750270718543092
wn,im10_1_r.bmp,0.7575099570570559
wn,im10_2_l.bmp,0.5763114604070315
wn,im10_1_l.bmp,0.7600297963807631
wn,im10_3_l.bmp,0.33449063470552604
wn,im10_3_r.bmp,0.3340775317530768
wn,im10_4_l.bmp,0.7548065240521147
wn,im10_4_r.bmp,0.753619466026749
wn,im12_1_l.bmp,0.756842727473087
wn,im12_1_r.bmp,0.7606283072277167
wn,im12_3_r.bmp,0.7929061894024177
wn,im12_2_r.bmp,0.09397085859520052
wn,im12_3_l.bmp,0.7901276603815577
wn,im12_4_r.bmp,0.1290990528424622
wn,im12_4_l.bmp,0.1274174999905856
wn,im12_2_l.bmp,0.09364299977866161
wn,im13_2_r.bmp,0.16385641064327552
wn,im13_3_l.bmp,0.6188620017505305
wn,im13_2_l.bmp,0.1650558603823852
wn,im13_3_r.bmp,0.6217911199400461
wn,im13_1_r.bmp,0.05932738907481968
wn,im13_1_l.bmp,0.060504792982986534
wn,im13_4_r.bmp,0.5433948110983781
wn,im13_4_l.bmp,0.5407230876151029
wn,im14_1_l.bmp,0.1434870148037144
wn,im14_1_r.bmp,0.14401712062125474
wn,im14_3_l.bmp,0.19375457294338871
wn,im14_2_r.bmp,0.8158370260905029
wn,im14_4_r.bmp,0.3425472148566888
wn,im14_4_l.bmp,0.3470151598430999
wn,im14_2_l.bmp,0.8197763928965122
wn,im14_3_r.bmp,0.19200867233048685
wn,im15_1_l.bmp,0.2294442016253993
wn,im15_1_r.bmp,0.22569726573369525
wn,im15_3_r.bmp,0.6677449845783441
wn,im15_4_l.bmp,0.4908700243116335
wn,im15_4_r.bmp,0.4907658431712253
wn,im15_3_l.bmp,0.6693944145829257
wn,im15_2_l.bmp,0.2574126411549971
wn,im15_2_r.bmp,0.2554801994692909
wn,im16_2_r.bmp,0.08484133207329997
wn,im16_1_l.bmp,0.574682583613922
wn,im16_1_r.bmp,0.5873383647225511
wn,im16_2_l.bmp,0.08153089817153054
wn,im16_3_r.bmp,0.7199770746984088
wn,im16_4_l.bmp,0.24794570527289833
wn,im16_3_l.bmp,0.7111848467480288
wn,im16_4_r.bmp,0.2567150790001651
wn,im17_2_l.bmp,0.0497804084602424
wn,im17_1_r.bmp,0.6548123578271646
wn,im17_1_l.bmp,0.6532447081954177
wn,im17_4_l.bmp,0.3656177375603986
wn,im17_3_r.bmp,0.12861545248434628
wn,im17_4_r.bmp,0.36678998107144556
wn,im17_2_r.bmp,0.05043827254405384
wn,im17_3_l.bmp,0.1278415344713365
wn,im18_2_l.bmp,0.7387895232980201
wn,im18_3_l.bmp,0.05663576295371272
wn,im18_2_r.bmp,0.7432208394563762
wn,im18_1_l.bmp,0.20609312464895022
wn,im18_1_r.bmp,0.2123531540175455
wn,im18_3_r.bmp,0.06055747936674778
wn,im18_4_r.bmp,0.06537705596360599
wn,im18_4_l.bmp,0.06310053398482769
wn,im20_2_l.bmp,0.08388905581426437
wn,im20_3_l.bmp,0.357182096728678
wn,im20_1_l.bmp,0.43594029610040985
wn,im20_3_r.bmp,0.37212093652353173
wn,im20_1_r.bmp,0.44711242700546067
wn,im20_2_r.bmp,0.08815528271789426
wn,im20_4_l.bmp,0.06371536790528874
wn,im20_4_r.bmp,0.06729407218363113
wn,im21_1_r.bmp,0.3653541726645599
wn,im21_2_r.bmp,0.6638448749650027
wn,im21_2_l.bmp,0.6813775722528154
wn,im21_1_l.bmp,0.3802145013353192
wn,im21_3_l.bmp,0.11096771476075039
wn,im21_4_r.bmp,0.9565287003478334
wn,im21_4_l.bmp,0.9612198814261502
wn,im21_3_r.bmp,0.10524543343673871
wn,im22_1_l.bmp,0.8385880483017208
wn,im22_3_l.bmp,0.8166194661311693
wn,im22_2_r.bmp,0.11678347660456086
wn,im22_2_l.bmp,0.1167469312776539
wn,im22_1_r.bmp,0.8370782541257072
wn,im22_4_r.bmp,0.21681631043675792
wn,im22_3_r.bmp,0.8149194719873749
wn,im22_4_l.bmp,0.21864703935922808
wn,im24_1_l.bmp,0.4852920972185842
wn,im24_2_r.bmp,0.28970095027578474
wn,im24_3_l.bmp,0.3984005162760426
wn,im24_1_r.bmp,0.4891635046287736
wn,im24_2_l.bmp,0.2859364787635782
wn,im24_3_r.bmp,0.4027369339899403
wn,im24_4_r.bmp,0.2808642715379677
wn,im24_4_l.bmp,0.27645170928665486
wn,im26_1_r.bmp,0.22907173408573536
wn,im26_2_l.bmp,0.6551264179791102
wn,im26_1_l.bmp,0.22544438398204117
wn,im26_2_r.bmp,0.6609693453374249
wn,im26_3_r.bmp,0.18661631143053353
wn,im26_4_l.bmp,0.6087283907303367
wn,im26_4_r.bmp,0.6109322853189583
wn,im26_3_l.bmp,0.1825151793987585
wn,im27_1_l.bmp,0.658577606689007
wn,im27_3_l.bmp,0.16973476567017987
wn,im27_2_r.bmp,0.8326757314240515
wn,im27_1_r.bmp,0.6669935295007731
wn,im27_2_l.bmp,0.8285928822879184
wn,im27_4_l.bmp,0.09011668935050249
wn,im27_4_r.bmp,0.09502329000914893
wn,im27_3_r.bmp,0.1792545634734019
wn,im29_2_r.bmp,0.11620766482173472
wn,im29_2_l.bmp,0.1169443810400458
wn,im29_1_l.bmp,0.9281135966443406
wn,im29_1_r.bmp,0.9292073493649159
wn,im29_3_l.bmp,0.3150910961025871
wn,im29_3_r.bmp,0.31876352381935996
wn,im29_4_r.bmp,0.07176367393262537
wn,im29_4_l.bmp,0.07176085716564705
